id,code,category1,category2,category3,categoryName1,categoryName2,categoryName3,image,price,fullName
1837036,dam-duoi-ca-cong-so,8,8,698,Thời trang nữ,"Đầm, váy",Đầm ôm,https://media3.scdn.vn/img3/2019/4_6/d9fnq9_simg_b5529c_250x250_maxb.jpg,240.000đ
2935955,loa-karaoke,528,528,1396,Phụ kiện công nghệ,Thiết bị âm thanh,Loa,https://media3.scdn.vn/img3/2019/1_2/quONJD_simg_b5529c_250x250_maxb.jpg,449.000đ,Loa karaoke loa karaoke
1317101,ma-mm80263-ao-so-mi-nu,8,8,10,Thời trang nữ,Áo nữ,Áo sơ mi công sở,https://media3.scdn.vn/img2/2018/4_27/vdCTs5_simg_b5529c_250x250_maxb.jpg,295.000đ,áo sơ mi nữ áo sơ mi
2545209,tai-nghe-beat-studio-ms-18,528,528,1397,Phụ kiện công nghệ,Thiết bị âm thanh,Tai nghe,https://media3.scdn.vn/img2/2018/3_17/dguG2Z_simg_d28199_571-571-171-0_cropf_simg_b5529c_250x250_maxb.jpg,59.000đ,Tai nghe nhét tai beat
2545357,dam-xoe-cham-bi-d06615125,8,8,699,Thời trang nữ,"Đầm, váy",Đầm xòe,https://media3.scdn.vn/img3/2019/6_26/HdsXsJ_simg_b5529c_250x250_maxb.jpg,105.000đ
2388390,giay-the-thao-air-max-ms-1088,1686,1686,1777,Giày dép,Giày nữ,Giày sneaker nữ,https://media3.scdn.vn/img3/2019/7_8/mO8FDJ_simg_44fd8e_601-601-0-61_cropf_simg_b5529c_250x250_maxb.jpg,710.000đ,Giày thể thao AIR MAX 720
2703634,ao-khoac-nam-kaki-mang-to,94,94,687,Thời trang nam,Áo khoác nam,"Áo khoác dạ, măng tô",https://media3.scdn.vn/img2/2018/5_9/hp5Ze8_simg_b5529c_250x250_maxb.jpg,560.000đ
1202636,vi-cam-tay-nu-gucci-2-ngan-keo,1722,1722,1743,Túi xách,"Ví, bóp nữ","Ví, bóp tiền nữ",https://media3.scdn.vn/img1/2015/3_5/vicamtaynuburberry2ngankeo01_2ke6c6rjq5a09_simg_dd44a1_500-500-69-0_cropf_simg_b5529c_250x250_maxb.jpg
1458312,ma-so-580324-ao-ren-cao-cap,8,8,11,Thời trang nữ,Áo nữ,Áo kiểu,https://media3.scdn.vn/img1/2016/6_13/B4Gqft_simg_b5529c_250x250_maxb.jpg,169.000đ,Mã số 580329 - Áo sơ mi phối ren cao cấp
2519894,chan-vay-xoe-lung-cach-dieu-co-tui-co-3-mau-lua-chon,8,8,650,Thời trang nữ,Chân váy,Váy xòe,https://media3.scdn.vn/img1/2015/12_9/194636_simg_b5529c_250x250_maxb.jpg,240.000đ,Chân váy xoè lưng cách điệu có túi - Có 2 màu lựa chọn
1176262,dong-ho-nu-sk9075-chong-nuoc-tot,1366,1366,1374,Đồng hồ,Đồng hồ nữ,Đồng hồ thời trang,https://media3.scdn.vn/img1/2015/1_16/sk9075h_2k759gfmr8q6i_simg_67899d_782-782-15-31_cropf_simg_b5529c_250x250_maxb.jpg,180.000đ,Đồng Hồ Nữ SKMEI SK9075
2864723,gia-de-dao-va-dung-cu-nha-bep-sanitary,1019,1019,1519,Đồ dùng trong nhà,Đồ dùng nhà bếp,"Giá, kệ để gọn đồ",https://media3.scdn.vn/img1/2016/4_28/debf34_simg_b5529c_250x250_maxb.jpeg,228.000đ
2921815,sap-vuot-toc-loreal,220,220,277,Sức khỏe & Làm đẹp,Tóc,Gel tạo kiểu tóc,https://media3.scdn.vn/img3/2019/7_17/P5P07N_simg_b5529c_250x250_maxb.jpg,25.000đ,Sáp Vuốt Tóc Loreal
2684802,chai-xit-chong-xuat-tinh-som-stud-100-male-genital-desensitizer,220,220,1335,Sức khỏe & Làm đẹp,Sản phẩm hỗ trợ tình dục,Sản phẩm bôi trơn,https://media3.scdn.vn/img3/2019/7_10/g9aMdY_simg_b5529c_250x250_maxb.jpg,149.000đ,[KHO HCM] COMBO 3 CHAI XỊT CHỐNG MUỖI SINA THÁI LAN CHIẾT XUẤT TINH DẦU XẢ
2574716,bat-lua-zippo-dang-cap-ma-bach-kim-k12,604,604,636,Không gian sống,"Quà tặng, hàng thủ công",Bật lửa,https://media3.scdn.vn/img3/2019/9_5/Mjwzqj_simg_b5529c_250x250_maxb.jpg,199.000đ
2162893,mat-kinh-trang-thoi-trang-khong-do-vintage,94,94,128,Thời trang nam,Phụ kiện,Mắt kính,https://media3.scdn.vn/img1/2015/9_16/a41140_simg_b5529c_250x250_maxb.jpg,160.000đ,Mắt kính trắng thời trang không độ Vintage
2438307,tay-cam-choi-game-tren-dien-thoai-terios-t3,528,528,556,Phụ kiện công nghệ,Phụ kiện Máy tính,Phụ kiện khác,https://media3.scdn.vn/img2/2017/10_24/azqaC3_simg_b5529c_250x250_maxb.jpg,209.000đ,Tay cầm chơi game Bluetooth Terios T3 cho điện thoại
1202639,vi-da-nu-chanel-2-ngan-keo,1722,1722,1743,Túi xách,"Ví, bóp nữ","Ví, bóp tiền nữ",https://media3.scdn.vn/img2/2018/9_19/0Gs8n1_simg_b5529c_250x250_maxb.jpg
2316194,giay-the-thao-adidas-neo-viet-nam,1686,1686,1784,Giày dép,Giày nam,Giày sneaker nam,https://media3.scdn.vn/img3/2018/12_13/j3f7Tt_simg_b5529c_250x250_maxb.jpg,2.299.000đ,Giày thể thao nam chính hãng Adidas neo SPEEDBREAK - CFA94
2297788,set-ao-vest-quan-short-s00315160,8,8,1404,Thời trang nữ,"Set trang phục, jumpsuit",Áo và quần ngắn,https://media3.scdn.vn/img1/2015/10_22/d73f2d_simg_b5529c_250x250_maxb.jpg,250.000đ
2681347,dam-om-hoa-hong-tim-de-thuong-2016,8,8,698,Thời trang nữ,"Đầm, váy",Đầm ôm,https://media3.scdn.vn/img3/2019/9_13/GGAWAX_simg_b5529c_250x250_maxb.jpg,450.000đ
1875457,to-c-gia-nam-ha-n-quo-c,220,220,1662,Sức khỏe & Làm đẹp,Tóc,Tóc giả nam,https://media3.scdn.vn/img2/2018/11_6/dXiWAP_simg_b5529c_250x250_maxb.jpg,25.000đ,KẸP TÓC HOA HỒNG HÀN QUỐC
2785008,giay-xinh-xuat-khau-8p-got-vuong-tk02,1686,1686,1692,Giày dép,Giày nữ,Giày cao gót,https://media3.scdn.vn/img2/2017/7_30/4wby0i_simg_b5529c_250x250_maxb.jpg,220.000đ,Giày sandal gót vuông 8p
1384427,quan-kaki-nam-ong-om-from-chuan-dep-kk06-xamh-long-cong,94,94,1674,Thời trang nam,"Quần kaki, quần tây nam",Quần kaki,https://media3.scdn.vn/img1/2015/8_20/e01a5a_simg_1832e0_730-730-0-0_cropf_simg_b5529c_250x250_maxb.jpg,180.000đ
2238434,quan-jean-thun-lung-cao-f21,8,8,19,Thời trang nữ,Quần nữ,Quần jean,https://media3.scdn.vn/img2/2017/12_26/6djagw_simg_b5529c_250x250_maxb.jpg,200.000đ,Quần jean thun lưng cao
1967236,tui-xach-chanel-classic-f1-chuan,1722,1722,1732,Túi xách,Túi xách nữ,Túi đeo chéo nữ,https://media3.scdn.vn/img2/2018/11_28/PlWe6Y_simg_feaed0_900-900-0-0_cropf_simg_b5529c_250x250_maxb.jpg,100.000đ,Túi xách classic hoa trà
2349592,chan-vay-xep-lytui-that,8,8,650,Thời trang nữ,Chân váy,Váy xòe,https://media3.scdn.vn/img1/2016/2_18/8fb28b_simg_a2dfa1_720-720-0-0_cropf_simg_b5529c_250x250_maxb.jpg,360.000đ,Chân váy Xếp lyTúi Thật CV21
2801209,nhan-nam-ma-vang-24k-chu-tai-size-9-2894416,94,94,662,Thời trang nam,Phụ kiện,Trang sức,https://media3.scdn.vn/img3/2019/4_19/m9zYwN_simg_b5529c_250x250_maxb.jpg,199.000đ,Nhẫn nam đầu rồng vàng mạ 24k
1430517,ban-phim-bluetooth-cho-ipad-may-tinh-bang,528,528,734,Phụ kiện công nghệ,Phụ kiện Điện thoại,Bàn phím máy tính bảng,https://media3.scdn.vn/img2/2017/10_16/I1RWFd_simg_e1d745_566-566-250-330_cropf_simg_b5529c_250x250_maxb.png,294.000đ,"Bàn Phím Bluetooth Cho Ipad
2241121,op-nokia-lumia-620-sgp-nham-ben-dep-oln15,528,528,533,Phụ kiện công nghệ,Phụ kiện Điện thoại,"Case, bao da điện thoại di động",https://media3.scdn.vn/img2/2018/3_22/epiLcz_simg_b5529c_250x250_maxb.jpg,20.000đ
2449045,b039-bop-da-bo-that-cao-cap-posa,1722,1722,1757,Túi xách,"Ví, bóp nam","Ví, bóp tiền nam",https://media3.scdn.vn/img2/2018/8_9/UeXIGP_simg_b5529c_250x250_maxb.jpg
2629559,ao-khoac-nu-thu-dong,8,8,667,Thời trang nữ,Áo khoác,Áo khoác cách điệu,https://media3.scdn.vn/img2/2018/10_18/Z2wm86_simg_b5529c_250x250_maxb.jpg,99.000đ,ÁO KHOÁC NỮ THU ĐÔNG
2353249,thiet-bi-dinh-vi-theo-doi-gps-cho-moi-loai-xe-gps-motorbike-tracker,528,528,542,Phụ kiện công nghệ,Phụ kiện Điện thoại,Phụ kiện khác,https://media3.scdn.vn/img2/2017/12_7/5m2UpF_simg_b5529c_250x250_maxb.jpg,699.000đ,"Thiết bị định vị cho oto
2745553,cap-chuyen-tin-hieu-mini-display-port-sang-vga-gia-re,528,528,646,Phụ kiện công nghệ,Phụ kiện Máy tính,"Cáp kết nối, cáp truyền dữ liệu",https://media3.scdn.vn/img2/2017/12_14/7HauxL_simg_b5529c_250x250_maxb.jpg,67.000đ
2857405,dong-ho-nam-julius-ju1052-sieu-mong-vang,1366,1366,1370,Đồng hồ,Đồng hồ nam,Đồng hồ kim,https://media3.scdn.vn/img2/2018/8_29/mJjmgH_simg_b5529c_250x250_maxb.jpg,1.315.000đ,ĐỒNG HỒ CẶP JULIUS JA-426 JU1052 SIÊU MỎNG VÀNG - tặng 2 găng tay da
1919747,hang-nhap-cao-cap-dam-nu-phong-cach-han,8,8,699,Thời trang nữ,"Đầm, váy",Đầm xòe,https://media3.scdn.vn/img2/2018/9_5/gEWNtt_simg_b5529c_250x250_maxb.png,390.000đ
2686196,adidas-yeezy-350-black,1686,1686,1784,Giày dép,Giày nam,Giày sneaker nam,https://media3.scdn.vn/img3/2019/5_29/SZJorR_simg_b5529c_250x250_maxb.jpg,450.000đ,yeezy 350 black
2438878,giay-nam-thoi-trang-g221,1686,1686,1784,Giày dép,Giày nam,Giày sneaker nam,https://media3.scdn.vn/img1/2015/11_23/a8f6a0_simg_b5529c_250x250_maxb.jpg,199.000đ,Giày nam G221
1389111,giay-da-nam-dr-martens-1461,1686,1686,1707,Giày dép,Giày nam,Giày tây,https://media3.scdn.vn/img2/2017/4_2/iAVKzr_simg_b5529c_250x250_maxb.jpg,850.000đ,Giày Dr. Martens 1461 Đen
2532426,cu-sac-chinh-hang-pisen-2-cong-usb,528,528,534,Phụ kiện công nghệ,Phụ kiện Điện thoại,"Bộ sạc pin, sạc đa năng",https://media3.scdn.vn/img3/2019/6_17/pe1RQU_simg_b5529c_250x250_maxb.jpg,135.000đ
2744930,the-nho-kingston-microsd-32g-class-10-xa-ha-ng-bh-1-nam-1-do-i-1,528,528,537,Phụ kiện công nghệ,Phụ kiện Điện thoại,Thẻ nhớ,https://media3.scdn.vn/img2/2018/9_14/wuHWrO_simg_b5529c_250x250_maxb.png,75.000đ,Thẻ nhớ Sd MicroSD 32G _ bảo hành 1 năm
2319837,giay-the-thao-jordan-nam-nu,1686,1686,1784,Giày dép,Giày nam,Giày sneaker nam,https://media3.scdn.vn/img2/2018/11_11/OOst9G_simg_b5529c_250x250_maxb.jpg,129.000đ,Giày thể thao nam nữ
1858541,m046-giay-luoi-nam-lich-lam-posashop,1686,1686,1707,Giày dép,Giày nam,Giày tây,https://media3.scdn.vn/img2/2017/6_12/RBhOJ4_simg_b5529c_250x250_maxb.jpg,79.000đ,Giày Lười Nam Lịch Lãm
2678936,dong-ho-nam-day-da-may-tu-dong-bewatch,1366,1366,1371,Đồng hồ,Đồng hồ nam,Đồng hồ lộ máy,https://media3.scdn.vn/img3/2019/6_10/QvWnzr_simg_b5529c_250x250_maxb.jpg,397.000đ,đồng hồ nam dây da
2402538,giay-vai-nam-nhap-khau-gv04,1686,1686,1784,Giày dép,Giày nam,Giày sneaker nam,https://media3.scdn.vn/img3/2019/3_12/S7JA2o_simg_b5529c_250x250_maxb.jpg,390.000đ,giày lười vải nhập khẩu
2141751,tai-nghe-nhet-tai-xiaomi-co-micro-tang-4-soi-day-quan-chong-roi,528,528,1397,Phụ kiện công nghệ,Thiết bị âm thanh,Tai nghe,https://media3.scdn.vn/img3/2019/7_1/AHyfmR_simg_b5529c_250x250_maxb.jpg,139.000đ,Tai Nghe Chơi Game Nhét Tai Có Micro Gắn Rời
2602693,wwwvinkyshopmovmn-set-tui-xach-hang-dep-gia-re,1722,1722,1731,Túi xách,Túi xách nữ,Túi xách tay nữ,https://media3.scdn.vn/img3/2019/2_11/MjNqBM_simg_b5529c_250x250_maxb.jpg,188.000đ,Túi giảm giá - Túi xách giảm giá - Túi xách đẹp giá rẻ
2483793,vai-nhap-khau-ao-khoac-the-thao-asenal-cxs1886-size-m-l-xl,94,94,675,Thời trang nam,Áo khoác nam,Áo khoác thể thao,https://media3.scdn.vn/img1/2015/10_7/d19e69_simg_b5529c_250x250_maxb.jpg,259.000đ,"ÁO KHOÁC NAM THỂ THAO 5 CLB CXS397 SIZE M
2911348,nokia-lumia-925-den-tang-op-sac-cc-3065-va-sac-khong-day-dt-900,1663,1663,1665,Công nghệ,Thiết bị di động,Điện thoại di động,https://media3.scdn.vn/img2/2018/6_25/6IRtMr_simg_b5529c_250x250_maxb.jpg,90.000đ,Ốp lưng sạc không dây Lumia 925 CC-3065
2749234,hang-loai-i-sandan-day-sao-phong-cach,1686,1686,1694,Giày dép,Giày nữ,Giày sandal nữ,https://media3.scdn.vn/img2/2017/3_4/hMnf5s_simg_b5529c_250x250_maxb.jpg,295.000đ,HÀNG LOẠI I CAO CẤP - GIÀY SANDAL CAO GÓT BI
2877530,loa-bluetooth,528,528,1396,Phụ kiện công nghệ,Thiết bị âm thanh,Loa,https://media3.scdn.vn/img3/2019/3_15/9CwUyd_simg_b5529c_250x250_maxb.jpg,99.000đ,Loa Bluetooth | Loa Bluetooth
2816438,ao-khoac-du-bomber-ca-tinh,8,8,666,Thời trang nữ,Áo khoác,Áo khoác chống nắng,https://media3.scdn.vn/img2/2018/6_1/0tTYGT_simg_b5529c_250x250_maxb.jpg,99.000đ,ÁO KHOÁC BOMBER CÁ TÍNH
2846115,nhan-nam-titanium-017,94,94,662,Thời trang nam,Phụ kiện,Trang sức,https://media3.scdn.vn/img3/2019/3_8/hqI8O9_simg_b5529c_250x250_maxb.jpg,149.000đ,nhẫn nam titanium
2832454,cap-sac-samsung-note-3-zin-bh-3thang,528,528,536,Phụ kiện công nghệ,Phụ kiện Điện thoại,"Cáp sạc, cáp truyền dữ liệu",https://media3.scdn.vn/img3/2019/6_23/C2JID1_simg_b5529c_250x250_maxb.jpg,50.000đ
2917143,dam-maxi-cao-cap-ll00647,8,8,31,Thời trang nữ,"Đầm, váy",Đầm maxi,https://media3.scdn.vn/img3/2019/7_15/WKwtTk_simg_b5529c_250x250_maxb.jpg,450.000đ
1965134,nuoc-hoa-nam-carolina-herrera-212-sexy-men,220,220,274,Sức khỏe & Làm đẹp,Nước hoa,Nước hoa nam,https://media3.scdn.vn/img3/2018/12_11/3UtMoI_simg_b5529c_250x250_maxb.jpg,1.980.000đ,Nước hoa Nam CAROLINA HERRERA 212 Sexy Men EDT 100ml
2777965,hang-loai-1-so-mi-nu-o-vuong-kl0050a,8,8,10,Thời trang nữ,Áo nữ,Áo sơ mi công sở,https://media3.scdn.vn/img1/2016/6_13/kSecUX_simg_b5529c_250x250_maxb.jpg,338.000đ,Hàng loại 1- Áo sơ mi ms939
2776401,non-cao-cap-dg-m400-mau-trang,94,94,135,Thời trang nam,Phụ kiện,Nón,https://media3.scdn.vn/img3/2019/8_13/NxWdoQ_simg_b5529c_250x250_maxb.png,185.000đ,NÓN THỜI TRANG CAO CẤP ĐỦ MÀU
2396688,dong-ho-dien-thoai-chong-tham-nt008-sw009-tang-the-nho-8gb,1366,1366,1380,Đồng hồ,Đồng hồ khác,Đồng hồ thông minh,https://media3.scdn.vn/img2/2018/12_5/uxgnO9_simg_b5529c_250x250_maxb.jpg,50.000đ,thẻ nhớ 8gb điện thoại
2200658,bo-san-pham-my-pham-du-lich-the-face-shop-flower-sensual-travel-kit,220,220,314,Sức khỏe & Làm đẹp,Chăm sóc da nữ,Bộ mỹ phẩm chăm sóc da,https://media3.scdn.vn/img3/2019/6_16/4mobSr_simg_b5529c_250x250_maxb.jpg,300.000đ,Bộ Sản Phẩm Du Lịch Chăm Sóc Da Trà Xanh Tonymoly The Chok Chok Green Tea Travel Kit
1857833,quan-chip-lot-khe-ren-xuyen-thau-dl29,8,8,54,Thời trang nữ,"Đồ lót, đồ ngủ và đồ mặc nhà",Quần lót,https://media3.scdn.vn/img3/2019/3_23/GIza8G_simg_b5529c_250x250_maxb.jpg,40.000đ
2472055,https:,220,220,251,Sức khỏe & Làm đẹp,Trang điểm mặt,BB cream và CC cream,https://media3.scdn.vn/img3/2019/1_15/NUwFQY_simg_b5529c_250x250_maxb.jpg,350.000đ,gel tan mỡ lipo slim gel
2117238,ao-so-mi-nam-f348,94,94,1667,Thời trang nam,Áo sơ mi nam,Sơ mi tay dài,https://media3.scdn.vn/img2/2018/8_1/QGaY6y_simg_b5529c_250x250_maxb.jpg,155.000đ,Áo sơ mi nam
2612367,dam-suong-tay-lo-in-hoa-3d-vdcs28,8,8,700,Thời trang nữ,"Đầm, váy",Đầm suông,https://media3.scdn.vn/img2/2017/10_30/mlnCqF_simg_b5529c_250x250_maxb.jpg,190.000đ
1147721,bat-lua-dupont-long-phung,604,604,636,Không gian sống,"Quà tặng, hàng thủ công",Bật lửa,https://media3.scdn.vn/img3/2019/6_13/aCXtgx_simg_b5529c_250x250_maxb.jpg,30.000đ
2775252,ma-dn3002-giay-nam-phong-cach,1686,1686,1707,Giày dép,Giày nam,Giày tây,https://media3.scdn.vn/img1/2016/6_10/CLlsQO_simg_b5529c_250x250_maxb.jpg,298.000đ,"Mã 53056 - Giày Yeezy nam phong cách
2213217,giay-the-thao-luoi-nu,1686,1686,1777,Giày dép,Giày nữ,Giày sneaker nữ,https://media3.scdn.vn/img3/2019/1_13/jKoklw_simg_b5529c_250x250_maxb.jpg,380.000đ,Giày thể thao lưới nữ phối màu
2082656,giay-nam-nike-new-ms-00525,1686,1686,1784,Giày dép,Giày nam,Giày sneaker nam,https://media3.scdn.vn/img2/2017/7_30/SRo5EE_simg_b5529c_250x250_maxb.jpg,2.499.000đ,Giày nam chính hãng NIKE
2551961,set-nguyen-bo-ao-peplum-co-v-yktj528,8,8,697,Thời trang nữ,"Set trang phục, jumpsuit",Áo và quần dài,https://media3.scdn.vn/img2/2017/10_11/AIYKEO_simg_b5529c_250x250_maxb.jpg,199.000đ
2167813,dc005-giay-thoi-trang-han-quoc-posa,1686,1686,1784,Giày dép,Giày nam,Giày sneaker nam,https://media3.scdn.vn/img3/2019/6_19/wuKIL7_simg_b5529c_250x250_maxb.jpg,600.000đ,Giày Thời TRang hàn Quốc
1993581,dang-cap-dan-ong-dich-thuc-voi-nuoc-hoa-royal-eau-de-parfum-104,220,220,274,Sức khỏe & Làm đẹp,Nước hoa,Nước hoa nam,https://media3.scdn.vn/img2/2018/4_23/uQF5FG_simg_b5529c_250x250_maxb.jpg,650.000đ,NƯỚC HOA NỮ Sceau Royal Seal Eau de Parfum 100ml
1218813,dong-ho-chong-nuoc-unisex-ohsen-al33,1366,1366,1368,Đồng hồ,Đồng hồ nam,Đồng hồ thể thao,https://media3.scdn.vn/img1/2016/4_27/4ac709_simg_b5529c_250x250_maxb.jpg,400.000đ,"Đồng hồ thể thao 
2178683,set-ao-voan-tre-vai-no-chan-vay-den-cat-len-d800130b,8,8,1410,Thời trang nữ,"Set trang phục, jumpsuit",Jumpsuit,https://media3.scdn.vn/img1/2015/9_20/296944_simg_b5529c_250x250_maxb.jpg,80.000đ
1251380,bo-short-in-buom-hong-xinh,138,138,1263,Mẹ và bé,Thời trang bé gái,Bộ ,https://media3.scdn.vn/img3/2019/6_29/0KvzFM_simg_b5529c_250x250_maxb.jpg,99.000đ,BỘ THUN NỮ IN HÌNH BƯỚM XINH
2870485,dien-thoai-asus-zenfone-c-zc451cg-dong-vang-2gb,1663,1663,1665,Công nghệ,Thiết bị di động,Điện thoại di động,https://media3.scdn.vn/img3/2019/2_16/rHdMph_simg_b5529c_250x250_maxb.jpg,60.000đ,Nắp lưng Asus Zenfone C ZC451CG
2587193,dong-ho-seiko-nam-snxe89k1-chinh-hang-bao-hanh-5-nam-pin-suot-doi,1366,1366,1370,Đồng hồ,Đồng hồ nam,Đồng hồ kim,https://media3.scdn.vn/img2/2018/5_25/nrc4Wq_simg_b5529c_250x250_maxb.jpg,300.000đ,"[SIÊU SALE ] ĐỒNG HỒ NAM W8862 TẶNG KÈM PIN 
2661372,giay-nam-dgn-25,1686,1686,1789,Giày dép,Giày thể thao chuyên dụng,Giày thể thao nam,https://media3.scdn.vn/img1/2015/12_16/8c1e61_simg_b5529c_250x250_maxb.png,678.000đ,Giày Nam Hàng Nhập - DGN-27
2465553,giay-adidas-neo-2015-ms-026,1686,1686,1784,Giày dép,Giày nam,Giày sneaker nam,https://media3.scdn.vn/img3/2019/1_5/CPkmZE_simg_b5529c_250x250_maxb.jpg,2.350.000đ,Giày Adidas Neo Nữ - VALSTRIPES 2
703231,mieng-dan-dau-nguc-hinh-hoa-mai,8,8,53,Thời trang nữ,"Đồ lót, đồ ngủ và đồ mặc nhà",Áo ngực,https://media3.scdn.vn/img1/2015/6_23/d55606_simg_b5529c_250x250_maxb.jpg,95.000đ
2631296,dc079-giay-tay-lich-lam-posashop,1686,1686,1707,Giày dép,Giày nam,Giày tây,https://media3.scdn.vn/img3/2019/4_28/P0uUh8_simg_b5529c_250x250_maxb.jpg,300.000đ,giày tây nam không dây lịch lãm
2907016,hop-com-dien-magic-bullet,1108,1108,1169,Đồ điện gia dụng,Thiết bị sử dụng trong nhà,Thiết bị sử dụng trong nhà khác,https://media3.scdn.vn/img1/2015/5_30/ce71c3_simg_b5529c_250x250_maxb.png,132.000đ,Hộp cơm điện Magic Bullet
1969061,usb-minions-8gb,528,528,543,Phụ kiện công nghệ,Phụ kiện Máy tính,USB,https://media3.scdn.vn/img3/2018/12_25/x6kddv_simg_b5529c_250x250_maxb.jpg,50.000đ,USB 8GB
2937340,dam-ren-xoe-hot-girl,8,8,699,Thời trang nữ,"Đầm, váy",Đầm xòe,https://media3.scdn.vn/img3/2019/2_27/YvcqGf_simg_b5529c_250x250_maxb.jpg,197.000đ
2919933,gay-chup-hinh-blutooth-z07-5-nut-bam-tren-than-gia-sieu-re,528,528,1306,Phụ kiện công nghệ,Phụ kiện Điện thoại,Gậy selfie,https://media3.scdn.vn/img1/2015/8_28/501b8a_simg_b5529c_250x250_maxb.jpg,89.000đ,Gậy chụp hình tự sướng Z07-5S Có nút bấm trên thân
2153494,dam-body-lana-phoi-luoi,8,8,698,Thời trang nữ,"Đầm, váy",Đầm ôm,https://media3.scdn.vn/img3/2018/12_19/ke2Kzt_simg_b5529c_250x250_maxb.jpg,200.000đ
2219244,tai-nghe-bluetooth-bluedio-ht-chinh-hang-gia-re-bh-12t,528,528,1397,Phụ kiện công nghệ,Thiết bị âm thanh,Tai nghe,https://media3.scdn.vn/img3/2018/12_23/K9sIrv_simg_b5529c_250x250_maxb.jpg,129.000đ,Tai Nghe Bluetooth Hoco E1 V4.1 Chính Hãng Giá Rẻ | BH 12T
2790182,dam-co-dau-ren-hoa-tre-vai-cao-cap-quyen-ru-dce3,8,8,403,Thời trang nữ,Trang phục cưới,Váy cưới,https://media3.scdn.vn/img2/2018/4_27/C3r3a2_simg_b5529c_250x250_maxb.jpg,220.000đ,ĐẦM TRỄ VAI QUYẾN RỦ CAO CẤP
2920368,dam-maxi-du-tiec-lech-vai-va-xe-dui-quyen-ru-sang-trong-ddh321,8,8,31,Thời trang nữ,"Đầm, váy",Đầm maxi,https://media3.scdn.vn/img2/2018/6_6/m7qIcH_simg_b5529c_250x250_maxb.jpg,400.000đ
2506070,xe-dap-dia-hinh-trinx-majestic-m136-2016-xam-do,736,736,786,Thể thao & giải trí,Xe đạp,Xe đạp địa hình,https://media3.scdn.vn/img3/2019/2_19/jB4MzD_simg_b5529c_250x250_maxb.jpg,7.950.000đ,Xe đạp địa hình TRINX TX28 2017 Đen đỏ
2897572,bai-ma-soi-ban-tieng-viet,1458,1458,1504,Đồ chơi,Trò chơi,Board games,https://media3.scdn.vn/img2/2017/9_14/p2VfZM_simg_b5529c_250x250_maxb.png,88.000đ,Bài Ma Sói Character bản Việt Hóa Boardgame
2374181,set-tui-gon-song-sang-trong,1722,1722,1802,Túi xách,"Ví, bóp nữ","Ví cầm tay, clutch nữ",https://media3.scdn.vn/img2/2018/7_12/vtqypa_simg_b5529c_250x250_maxb.jpg
2876148,ao-dai-cach-tan,8,8,11,Thời trang nữ,Áo nữ,Áo kiểu,https://media3.scdn.vn/img3/2018/12_20/U08Vqk_simg_b5529c_250x250_maxb.jpg,295.000đ,áo dài cách tân
2163965,tui-da-nam-t19,1722,1722,1748,Túi xách,Túi xách nam,Túi đeo chéo nam,,,
2842729,vr-box-v2-xem-dt-3d-tay-game-khong-day,528,528,1430,Phụ kiện công nghệ,Thiết bị đeo công nghệ,Mắt kính thông minh,https://media3.scdn.vn/img3/2019/6_8/8BmcL3_simg_b5529c_250x250_maxb.jpg,79.000đ,Kính Xem Phim 3D VR BOX v2 Cho Điện Thoại
1979022,do-lot-luoi-xuyen-thau-ql21-den,8,8,56,Thời trang nữ,"Đồ lót, đồ ngủ và đồ mặc nhà",Đồ lót bộ,https://media3.scdn.vn/img2/2018/10_5/15nT9j_simg_b5529c_250x250_maxb.jpg,40.000đ
2869052,tt047d-giay-the-thao-nu-thoi-trang-ca-tinh,1686,1686,1777,Giày dép,Giày nữ,Giày sneaker nữ,https://media3.scdn.vn/img2/2018/7_14/Z3fTYb_simg_b5529c_250x250_maxb.jpg,200.000đ,"GIÀY NỮ THỜI TRANG GIAY THỂ THAO NỮ GIÀY NỮ CÁ TÍNH
2189819,quan-om-bo-hoa-tiet-cuc-hot-q145,8,8,24,Thời trang nữ,Quần nữ,Quần thời trang,https://media3.scdn.vn/img3/2019/8_10/Vdd6T4_simg_b5529c_250x250_maxb.jpg,160.000đ,ĐẦM SƠ MI ÔM RÚT DÂY CỰC HOT KÈM QUẦN
2463936,ao-khoac-len-nu-caro-phoi-mau-gl11-hang-nhap-day-cao-cap-co-anh-that,8,8,669,Thời trang nữ,Áo khoác,"Áo khoác len, cardigan",https://media3.scdn.vn/img2/2018/8_22/Cdr2qo_simg_b5529c_250x250_maxb.jpg,235.000đ
2253935,tui-xich-cao-cap-tx-7,1722,1722,1732,Túi xách,Túi xách nữ,Túi đeo chéo nữ,https://media3.scdn.vn/img2/2016/11_29/niAE5v_simg_30fe49_599-599-40-0_cropf_simg_8fc8e2_599-599-0-0_cropf_simg_b5529c_250x250_maxb.png,150.000đ,Túi Xích Cao Cấp
2726999,ka21-tri-ung-thu-viem-gan-virus-tang-cuong-he-mien-dich-made-in-japan,220,220,1422,Sức khỏe & Làm đẹp,Thực phẩm chức năng,"Chăm sóc sức khỏe, vitamin",https://media3.scdn.vn/img3/2019/6_24/AMlUZN_simg_b5529c_250x250_maxb.png,239.000đ
